ID,Progress,Duration,Finished,grit_pass1,grit_pass2,grit_pass3,grit_pass4,grit_pers1,grit_pers2,grit_pers3,grit_pers4,selfcont1,selfcont2,selfcont3,selfcont4,curiosity1,curiosity2,curiosity3,curiosity4,mindset1,mindset2,mindset3,mindset4,Happy,Sad,Anxious,Joyful,Angry,Relaxed,LS,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,white,black,asian,hispanic,amindian,pacisl,multirace,female,grade,gpa_mp1,gpa_mp2,gpa_mp3
696,100,733,1,4,5,4,5,4,5,4,5,5,5,5,4,5,5,5,2,1,1,6,6,5,2,3,5,1,3,5,Off,On,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,10,97.355,95.445,96.705
697,100,895,1,4,4,3,3,3,5,3,4,3,3,3,2,3,4,4,3,3,3,4,4,3,4,5,3,3,2,3,Off,On,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,1,11,92.405,93.55666667,90.41
698,100,685,1,1,5,3,5,4,5,4,4,4,5,3,4,2,4,1,4,1,1,6,5,4,5,5,4,3,4,3,On,Off,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,9,92.69666667,88.78833333,87.575
699,100,619,1,1,3,1,1,2,3,4,2,2,3,2,5,5,1,1,3,2,5,5,4,5,3,3,2,3,2,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,12,75.335,76.6375,80.895
700,69,6341,0,1,4,3,5,4,3,3,2,1,1,3,5,1,4,1,1,NA,NA,NA,NA,4,3,5,4,2,2,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,11,83.77666667,81.53333333,75.37666667
701,100,461,1,1,2,2,2,3,4,3,4,1,1,3,3,2,2,2,2,2,2,5,5,4,4,3,3,3,3,4,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,11,94.6525,94.9575,98.3875
702,100,824,1,3,4,3,3,3,2,3,3,3,3,3,3,2,3,2,3,5,4,4,4,3,4,4,3,3,2,2,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,0,0,1,1,1,10,78.798,74.642,84.312
703,100,962,1,4,3,3,3,2,2,3,2,3,3,3,3,3,3,1,3,4,3,3,5,4,2,1,3,2,2,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,66.9725,64.685,57.0025
704,100,903,1,2,2,2,1,3,3,2,2,1,2,2,2,1,3,2,1,4,4,5,4,4,1,3,4,2,2,4,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,0,10,84.6775,68.7325,55.5825
705,100,838,1,3,4,2,3,3,4,4,3,3,3,4,2,2,4,2,1,2,3,4,4,4,2,2,3,2,3,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,94.32,92.61,91.006
706,100,1339,1,2,4,2,3,4,1,2,2,1,1,1,1,1,4,2,1,4,4,3,2,3,4,3,4,4,4,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,74.04833333,70.30333333,73.96833333
707,96,83598,0,3,1,3,2,2,1,3,2,1,5,2,1,1,3,2,3,2,5,5,5,3,4,4,4,2,1,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,8,71.32,61.65333333,59.54
708,100,1469,1,5,5,4,5,2,2,3,3,1,2,3,2,3,4,4,5,2,1,5,4,4,2,5,4,2,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,76.182,73.734,81.478
709,100,1094,1,4,3,3,4,4,4,4,3,4,4,3,4,1,3,3,3,4,3,4,4,4,1,3,4,1,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,0,1,0,0,0,11,80.425,80.77,81.59
710,100,653,1,2,3,3,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,4,4,4,2,4,3,3,2,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,10,96.064,99.026,99.114
711,100,521,1,4,5,2,4,3,4,3,3,2,2,3,2,2,3,2,3,1,2,3,6,4,3,4,4,4,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,72.185,67.1725,62.6025
712,100,1108,1,5,5,4,3,2,3,4,5,1,1,2,2,2,3,5,2,1,1,5,6,4,3,4,4,3,2,4,Off,Off,Off,Off,Off,On,Off,Off,0,0,1,0,0,0,0,1,9,96.84166667,95.27666667,95.57833333
713,79,638,0,2,5,5,5,3,5,2,4,3,4,4,2,3,5,3,3,NA,NA,NA,NA,4,3,4,4,1,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,88.6825,88.49,90.40875
714,100,508,1,1,5,4,5,4,4,3,4,1,3,3,1,2,2,3,3,5,5,3,1,4,2,3,4,2,4,5,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,8,98.31,95.232,95.074
715,100,86964,1,3,3,4,2,4,4,5,4,1,3,2,4,2,4,4,4,2,2,5,5,4,3,3,4,3,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,91.596,92.302,92.384
716,100,670,1,3,4,4,4,5,4,4,5,3,2,3,5,2,4,1,2,2,2,5,5,5,3,3,4,1,4,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,10,86.13166667,87.91166667,87.665
717,52,401,0,4,4,2,4,2,4,2,3,2,2,2,2,2,3,3,4,NA,NA,NA,NA,2,5,4,2,4,3,2,Off,On,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,11,92.0325,89.535,92.6225
718,100,434,1,5,5,4,5,5,5,5,5,3,4,5,4,5,5,3,5,3,2,4,5,4,2,4,4,2,2,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,12,94.65333333,95.83,94.64333333
719,100,992,1,4,5,4,5,3,2,5,3,1,2,4,5,1,3,4,4,3,3,5,4,3,4,4,2,4,3,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,81.85571429,69.28,71.38142857
720,100,958,1,2,5,3,NA,3,3,4,4,2,4,3,5,2,5,2,2,1,4,4,4,4,2,5,4,2,3,5,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,81.46333333,80.13333333,81.29166667
721,84,1762,0,2,5,3,4,3,4,3,3,3,3,2,3,4,3,4,2,NA,NA,NA,NA,3,4,4,3,2,3,3,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,88.59666667,86.475,85.49333333
722,100,618,1,2,5,4,5,3,4,4,4,2,3,3,4,3,3,2,2,5,6,2,1,4,3,1,2,3,1,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,1,0,0,0,0,1,11,90.994,86.524,89.572
723,100,420,1,3,5,4,3,4,5,4,5,3,3,4,5,3,4,5,2,1,2,6,6,5,4,4,5,3,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,0,9,92.46833333,90.65166667,92.76
724,100,1900,1,5,3,5,1,1,5,4,5,5,5,5,1,1,3,3,3,4,3,2,4,5,1,1,3,3,5,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,86.67,84.5825,81.615
725,100,788,1,4,4,4,5,4,4,3,5,2,3,4,4,3,5,2,4,2,2,6,6,4,3,3,3,3,3,3,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,11,85.386,90.992,92.908
726,100,844,1,4,5,3,5,4,4,5,4,1,2,4,1,2,5,2,4,4,4,5,4,4,4,5,4,2,3,3,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,1,10,92.608,89.416,86.982
727,100,922,1,5,5,2,5,2,4,4,5,2,2,3,1,4,4,3,3,5,6,2,1,3,5,5,4,3,1,2,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,1,9,96.44333333,95.60333333,95.385
728,100,28956,1,5,5,2,5,3,2,2,2,2,2,2,2,1,3,2,2,2,4,5,4,4,3,4,3,4,1,3,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,1,10,78.26,81.2225,77.9375
729,100,1245,1,1,2,5,1,2,4,3,3,1,5,1,NA,1,3,1,1,5,4,5,3,4,3,3,4,2,5,5,Off,Off,Off,Off,Off,Off,Off,On,0,0,0,1,0,0,0,1,8,74.3825,71.5625,79.908
730,100,1272,1,1,1,3,5,4,1,2,4,3,3,4,5,3,4,3,1,2,2,5,5,3,4,1,2,2,2,2,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,80.198,77.288,74.462
731,100,728,1,1,5,3,4,3,5,5,5,3,5,5,3,2,5,3,4,3,2,5,6,3,3,3,2,3,2,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,0,0,1,1,1,12,93.87,91.81,89.93666667
732,100,1009,1,4,5,3,4,3,1,4,1,2,2,2,2,1,5,1,2,3,3,5,4,3,2,2,3,3,3,3,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,1,8,81.85,78.20166667,78.33333333
733,100,776,1,4,5,4,5,4,4,3,5,3,3,3,3,5,4,3,5,3,3,5,4,4,2,5,4,2,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,12,88.56,85.59,84.31
734,100,1088,1,1,5,1,3,3,4,4,3,2,2,3,2,4,2,2,3,2,2,5,5,4,1,3,3,2,4,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,77.83,77.0725,72.115
735,100,937,1,1,2,2,4,2,3,3,2,1,1,1,2,3,2,2,1,4,4,4,3,3,2,3,4,1,4,4,Off,Off,Off,Off,On,Off,Off,Off,1,0,0,0,0,0,0,1,9,81.9825,87.81,84.7225
736,100,776,1,3,4,2,4,2,2,4,3,3,3,2,1,3,3,4,4,5,6,5,2,5,2,2,5,1,5,3,On,Off,Off,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,9,90.624,85.598,81.868
737,100,1729,1,1,5,2,5,3,4,4,4,3,3,4,4,2,4,4,5,4,3,4,3,2,4,3,3,3,1,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,80.93833333,77.29166667,75.765
738,100,1417,1,5,5,2,1,3,1,3,5,1,2,3,1,1,1,4,1,4,3,3,3,3,3,3,3,4,4,3,Off,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,85.295,84.46,85.05142857
739,100,681,1,4,5,3,5,4,4,4,3,4,3,4,4,3,4,2,4,1,1,6,6,4,3,2,3,3,5,3,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,9,72.76166667,70.62,80.18
740,100,648,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,6,5,1,1,2,5,3,2,4,1,1,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,8,58.5375,62.1125,57.64
741,100,852,1,4,5,3,5,4,3,4,5,2,3,4,3,2,3,4,2,4,4,5,5,4,3,2,4,3,4,NA,Off,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,72.2825,68.55,74.0175
742,100,1032,1,5,3,4,5,3,3,4,4,4,4,5,5,4,5,3,5,1,1,5,6,4,2,3,5,1,4,5,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,79.42333333,82.52,77.32333333
743,100,1202,1,5,5,3,5,4,5,3,5,3,3,3,1,4,5,2,3,4,4,5,5,4,2,4,3,3,4,4,Off,On,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,76.575,76.24166667,84.58666667
744,100,1179,1,3,3,3,4,3,4,3,3,4,4,3,4,3,4,4,3,2,2,5,5,3,3,4,3,2,2,3,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,8,82.41,79.2725,86.79
745,100,973,1,4,4,3,4,2,3,4,3,2,1,3,4,2,3,3,4,4,5,4,4,2,4,4,3,1,1,2,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,11,79.555,82.355,82.76
746,100,1808,1,2,3,3,5,4,4,3,3,2,4,3,5,3,4,3,1,NA,NA,NA,NA,2,2,4,2,2,1,3,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,82.11333333,81.58,84.47333333
747,100,454,1,2,4,3,4,2,3,4,3,4,4,4,4,4,3,4,3,2,2,5,5,3,3,3,3,3,3,3,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,0,9,95.51833333,94.57166667,95.17833333
748,100,1225,1,5,5,5,1,5,5,5,5,4,3,5,3,3,5,5,5,1,1,6,6,3,3,2,5,1,5,4,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,95.188,94.558,93.84
749,95,686,0,3,4,3,5,5,3,5,5,5,5,2,2,1,4,4,4,2,2,5,5,4,1,1,2,4,5,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,93.94,91.8775,93.6
750,100,1178,1,2,4,2,4,3,4,4,3,3,3,5,3,3,3,3,4,1,6,6,4,5,1,3,4,2,4,5,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,10,80.4175,75.575,77.5225
751,5,155,0,NA,NA,3,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,0,10,64.9025,68.0525,69.915
752,100,1079,1,3,4,5,5,3,3,4,4,2,3,4,2,3,4,2,3,2,4,5,5,4,4,3,4,2,2,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,88.206,85.946,88.002
753,14,974,0,1,4,3,NA,NA,5,5,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,1,0,0,0,0,0,0,9,87.078,73.228,77.904
754,100,1341,1,3,5,3,5,4,5,4,4,3,3,3,3,3,3,4,4,1,3,6,6,4,4,1,3,1,2,5,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,92.145,92.95333333,96.51833333
755,100,744,1,3,3,4,4,2,2,2,4,1,1,3,2,2,2,4,3,3,4,4,4,2,4,4,2,1,3,2,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,11,70.755,68.3075,65.83
756,96,499608,0,3,3,4,5,3,5,4,5,2,4,1,4,3,3,4,4,3,5,4,4,3,3,2,2,1,2,NA,Off,Off,Off,Off,Off,On,Off,Off,0,0,0,1,0,0,0,1,11,93.002,90.288,87.2
757,100,1027,1,4,5,3,4,4,3,4,3,4,3,5,2,3,4,3,4,4,4,4,4,5,2,2,4,1,5,5,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,12,79.39333333,73.3,79.80333333
758,100,1255,1,4,5,4,5,3,4,3,3,2,2,3,4,2,4,3,3,5,5,4,4,4,3,4,4,3,5,5,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,0,11,89.69166667,86.48833333,86.315
759,100,727,1,1,3,3,5,3,1,3,3,2,2,2,5,4,3,5,4,2,3,4,4,3,4,4,3,4,2,2,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,96.165,95.43166667,93.59
760,100,727,1,1,2,2,5,1,1,5,1,1,2,3,5,1,1,1,1,4,6,3,2,1,5,4,2,5,1,2,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,72.52833333,71.65333333,72.7
761,100,792,1,2,4,3,5,3,4,4,3,2,2,4,4,2,4,3,2,3,4,5,4,4,3,4,3,2,1,5,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,85.778,81.396,82.708
762,100,1096,1,5,4,5,5,3,2,3,5,1,1,2,2,1,4,1,3,2,6,3,3,2,4,4,3,1,3,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,81.97333333,74.74833333,70.92166667
763,100,683,1,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5,5,6,6,6,6,5,1,5,5,1,5,5,On,Off,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,75.13166667,70.975,75.05166667
764,100,770,1,1,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,1,3,6,6,3,3,4,4,5,1,4,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,1,9,84.29666667,80.98333333,90.51333333
765,100,812,1,5,5,5,2,5,3,4,5,3,2,1,3,2,5,2,4,2,2,5,5,5,1,2,5,3,5,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,8,87.3,86.435,88.145
766,100,1040,1,3,5,4,4,5,4,4,5,4,4,5,4,3,5,3,3,2,2,5,5,NA,3,3,3,3,5,3,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,1,10,85.41,78.168,82.24
767,100,1228,1,1,2,4,5,3,4,5,4,1,2,3,1,3,4,5,5,2,2,6,5,4,3,5,4,2,3,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,NA,NA,NA,81.89
768,100,1284,1,1,2,4,3,3,1,3,3,2,1,3,3,4,4,4,3,4,3,3,4,1,4,4,2,5,3,1,Off,Off,Off,Off,Off,Off,Off,On,0,1,0,0,0,0,0,1,10,68.1375,76.3125,73.7675
769,100,1000,1,4,4,4,5,4,4,4,4,4,4,4,4,3,5,5,4,3,3,5,6,4,3,4,4,3,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,0,9,81.32166667,79.265,69.2
770,100,998,1,4,5,3,5,2,5,4,5,4,4,5,3,2,4,2,4,4,4,4,3,5,3,2,2,3,5,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,1,12,86.38666667,86.28666667,86.42666667
771,100,792,1,3,5,3,4,3,5,3,5,3,3,3,2,3,4,3,3,2,3,5,4,3,4,2,3,2,3,3,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,12,94.584,93.194,94.024
772,100,28971,1,3,5,4,4,4,4,3,4,1,3,3,3,2,4,2,3,2,2,4,4,4,3,2,5,4,3,3,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,1,8,94.05,93.758,91.696
773,100,1678,1,3,3,2,1,4,3,4,4,3,2,4,4,2,4,1,3,3,3,4,4,3,2,3,3,4,2,4,Off,Off,Off,Off,On,Off,Off,Off,0,1,0,0,0,0,0,1,9,75.6,79.42,80.264
774,100,671,1,4,5,5,4,5,5,2,5,3,1,4,3,5,5,2,5,2,2,6,6,5,3,1,5,2,5,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,11,92.55,89.805,90.53166667
775,100,1865,1,2,2,3,4,2,4,3,5,1,2,3,2,3,4,5,4,3,2,5,4,4,3,3,4,3,4,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,12,91.3075,89.845,93.13
776,100,23728,1,5,5,3,5,3,2,1,3,2,1,1,1,1,5,1,1,3,3,4,6,5,3,3,4,3,5,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,72.46833333,67.83166667,73.46833333
777,100,1131,1,3,4,4,4,5,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,2,3,1,1,5,1,1,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,0,0,1,1,0,12,53.382,NA,NA
778,100,1059,1,2,3,2,4,1,2,1,4,2,3,2,3,3,4,3,1,5,2,5,5,3,4,3,5,3,2,3,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,1,9,92.65666667,94.23833333,91.26166667
779,100,745,1,4,5,5,4,2,4,4,5,3,3,4,2,4,4,4,4,1,2,5,5,3,3,4,3,2,1,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,1,0,0,0,0,1,9,97.1575,98.085,97.3075
780,100,928,1,4,5,4,5,2,4,4,5,2,3,4,2,2,4,5,3,4,4,6,4,2,5,4,3,5,3,2,Off,On,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,10,89.632,91.14,87.924
781,100,737,1,2,4,2,2,2,2,2,3,3,3,2,2,1,3,2,2,3,3,4,4,4,2,3,4,2,4,4,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,8,77.414,80.376,77.716
782,100,835,1,1,5,1,5,2,1,3,3,1,2,1,1,1,2,1,1,1,1,4,5,4,3,4,2,4,3,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,87.7625,82.0575,82.005
783,100,1551,1,4,4,3,4,1,4,4,4,3,3,5,2,2,4,5,4,3,3,6,5,3,3,2,4,2,5,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,78.688,78.406,86.81
784,100,1160,1,1,3,1,3,1,1,2,1,2,3,1,3,1,1,1,3,1,1,6,6,3,3,3,3,4,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,75.8925,75.6925,71.3425
785,100,574,1,1,2,3,5,5,3,1,3,2,3,4,3,1,4,2,5,2,2,5,5,4,2,1,5,1,4,5,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,95.194,92.88,95.326
786,100,819,1,5,5,4,5,5,3,5,4,3,1,5,3,2,4,3,5,2,3,5,6,4,4,4,2,4,5,2,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,8,93.402,87.714,86.434
787,53,697,0,1,3,3,3,3,3,2,4,3,3,3,4,1,4,3,2,NA,NA,NA,NA,4,3,2,4,2,4,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,86.3,86.215,86.855
788,100,1221,1,5,5,5,4,3,4,5,5,5,4,5,5,5,5,5,5,4,6,6,6,4,3,3,5,3,5,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,10,84.6,86.55,81.67428571
789,28,4413,0,1,2,2,5,2,1,3,2,4,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,0,11,89.315,89.95833333,92.72
790,100,4462,1,2,2,1,2,1,2,2,2,1,1,2,2,1,3,1,2,3,3,4,3,3,2,3,2,1,4,3,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,72.305,75.43166667,74.18166667
791,100,1025,1,2,4,4,5,3,2,4,4,4,4,5,5,4,5,3,2,1,2,6,6,2,2,3,2,2,3,5,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,11,58.83,59.55333333,54.20333333
792,100,5942,1,NA,3,2,4,2,2,4,4,2,1,3,5,3,3,3,3,4,5,3,3,4,2,2,3,2,2,NA,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,67.118,58.826,55.62
793,100,860,1,2,4,3,5,3,4,3,5,5,5,5,4,2,5,4,3,2,1,4,4,3,2,4,3,2,3,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,1,0,0,0,0,1,11,82.9775,81.93,82.856
794,100,1082,1,1,3,4,4,2,3,1,4,3,2,5,2,4,3,4,3,2,3,6,6,4,3,4,5,2,4,4,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,75.702,73.444,71.436
795,100,1494,1,1,3,3,5,3,1,2,3,2,1,1,2,2,3,3,4,2,3,4,3,3,3,3,3,2,3,2,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,12,87.682,77.978,83.706
796,100,873,1,3,3,4,4,3,2,4,4,4,4,4,4,3,4,4,5,1,1,2,6,4,2,3,3,3,4,4,Off,On,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,0,8,77.402,79.236,80.362
797,100,859,1,4,5,4,5,4,4,4,5,NA,4,5,4,4,5,4,4,1,2,6,6,4,2,3,4,2,4,4,Off,Off,Off,Off,On,Off,Off,Off,0,0,0,1,0,0,0,0,11,86.47,88.634,86.548
798,100,1161,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,5,5,1,1,3,2,5,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,0,12,66.11666667,65.93,70.63666667
799,100,1029,1,3,4,3,4,5,4,5,4,4,4,3,4,4,5,3,4,1,1,6,6,4,1,4,5,2,4,4,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,1,9,92.0575,94.08,94.795
800,100,1033,1,5,4,5,5,3,4,5,5,3,3,5,4,5,5,5,5,2,2,5,4,3,5,4,3,3,3,3,Off,Off,Off,On,Off,Off,Off,Off,1,0,0,0,0,0,0,0,10,96.20166667,95.555,91.52333333
801,100,563,1,1,5,4,2,2,4,5,4,3,4,5,2,1,4,3,2,6,6,6,6,5,2,5,5,2,5,5,Off,On,Off,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,1,10,74.275,75.4175,77.5225
802,100,1348,1,2,4,2,3,4,3,3,4,2,2,2,3,1,4,2,1,2,2,4,5,4,2,3,5,3,4,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,85.835,85.915,80.19833333
803,100,429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Off,Off,On,Off,Off,Off,Off,Off,0,1,0,0,0,0,0,0,9,84.426,83.726,80.938
804,100,971,1,1,5,5,5,5,5,5,5,2,1,4,5,2,3,3,1,2,3,6,6,5,1,4,5,1,3,5,Off,Off,Off,On,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,87.968,89.912,89.11
805,10,2267,0,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,0,0,0,1,0,0,0,1,10,86.128,81.614,87.652
806,100,988,1,3,4,2,2,2,3,3,3,1,3,3,3,3,3,3,2,2,4,5,5,5,3,4,4,2,4,4,Off,On,Off,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,10,83.05333333,71.6375,78.335
807,100,959,1,5,5,5,5,5,4,5,5,1,4,3,3,3,4,2,5,2,2,5,5,5,1,4,4,2,1,4,On,Off,Off,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,11,83.665,79.1875,77.2275
808,100,884,1,3,3,4,5,3,4,4,3,3,2,4,4,2,3,3,2,4,5,4,4,5,3,2,4,2,4,5,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,1,9,83.185,79.72166667,79.24833333
809,100,2410,1,3,4,3,3,3,3,4,4,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,5,3,4,Off,Off,On,Off,Off,Off,Off,Off,0,0,0,1,0,0,0,0,9,68.59333333,76.68833333,84.49833333
810,100,1156,1,2,3,4,5,5,5,4,4,5,4,5,4,3,5,3,5,1,1,5,6,5,2,3,4,1,5,4,Off,Off,On,Off,Off,Off,Off,Off,1,0,0,0,0,0,0,1,10,86.8225,83.345,94.4725
811,100,1245,1,3,4,3,4,3,2,5,3,1,1,3,2,2,3,1,2,3,3,5,4,4,4,4,4,4,5,3,Off,Off,Off,On,Off,Off,Off,Off,0,1,0,0,0,0,0,1,8,92.382,92.76,92.342
